name,year,selling_price,km_driven,fuel,combustible_estimado_l,seller_type,transmission,owner,tipo_carroceria,potencia_motor_hp,nivel_seguridad,calidad_auto,score_calidad,eficiencia_km_l
Maruti S-Cross Facelift,2017,800000,40000,1,3445.3,0,0,0,1,219,1.3,Media,6.2,11.610019446782573
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,385000,58000,1,5653.0,1,0,0,2,117,1.6,Media,5.1,10.260038917388997
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,2000000,15000,1,1424.5,0,1,0,3,138,3.0,Media,7.0,10.53001053001053
Hyundai EON Era Plus,2012,235000,54000,0,5263.2,1,0,0,3,244,1.7,Media,6.6000000000000005,10.259917920656635
Volkswagen Ameo 1.5 TDI Highline,2017,640000,56000,1,4823.4,1,0,0,3,136,2.4,Media,7.1,11.610067587179168
Maruti Alto LX,2006,52000,120000,0,12698.4,0,0,3,1,130,1.7,Media,5.2,9.45000945000945
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000,3,9523.8,0,0,1,4,175,1.3,Media,5.5,9.450009450009452
Maruti Alto LX,2012,140000,70000,0,6822.6,0,0,1,5,244,1.8,Media,5.5,10.260018174889337
Hyundai Verna i (Petrol),2008,120000,90000,0,9523.8,0,0,1,1,382,1.7,Media,6.2,9.450009450009452
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,1,22539.7,0,0,0,4,74,2.2,Media,5.5,9.449992679583135
Chevrolet Optra Magnum 2.0 LS BSIII,2012,180000,120000,1,11695.9,0,0,0,2,399,2.4,Media,6.6000000000000005,10.260005643003105
Mahindra Scorpio S11 BSIV,2017,1500000,20000,1,1722.7,0,0,0,3,62,2.3,Media,6.7,11.609682475184304
Hyundai i20 Active 1.2 SX,2017,700000,10000,0,861.3,0,0,0,2,117,1.6,Media,5.6000000000000005,11.610356437942645
Maruti SX4 Celebration Diesel,2012,285000,80000,1,7797.3,0,0,1,3,342,1.3,Media,6.800000000000001,10.259961781642364
Hyundai Grand i10 Magna,2015,390000,90000,0,8130.1,0,0,0,1,247,2.4,Media,6.7,11.06997453905856
Maruti Alto LXi BSIII,2008,125000,80000,0,8465.6,0,0,0,1,318,1.6,Media,5.8999999999999995,9.45000945000945
Maruti SX4 Zxi with Leather BSIII,2008,225000,60000,0,6349.2,0,0,1,1,234,2.2,Media,5.8999999999999995,9.45000945000945
Hyundai i10 Era,2011,175000,139000,0,13913.9,0,0,1,5,124,2.5,Media,5.300000000000001,9.990009990009991
Toyota Innova 2.5 V Diesel 7-seater,2011,1075000,160000,1,16016.0,0,0,1,1,70,1.9,Media,5.4,9.99000999000999
Honda Mobilio V i DTEC,2014,300000,150000,1,13888.9,0,0,0,2,340,1.7,Media,6.2,10.799991360006912
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010,700000,163000,1,16769.5,0,0,2,3,250,2.0,Media,6.6000000000000005,9.720027430752259
Tata Indica V2 2001-2011 DLS BSIII,2009,90000,120000,1,12698.4,1,0,0,2,63,1.3,Baja,4.5,9.45000945000945
Tata Indica Vista TDI LS,2011,120000,120000,1,12012.0,0,0,1,2,398,1.7,Media,6.1,9.99000999000999
Chevrolet Beat Diesel LS,2012,220000,100000,1,9746.6,0,0,1,1,113,1.5,Media,5.5,10.259988098413805
Tata Zest Quadrajet 1.3 75PS XE,2015,300000,140000,1,12646.8,1,0,0,1,119,1.2,Media,5.6000000000000005,11.069993990574691
Skoda Fabia 1.2L Diesel Ambiente,2010,180000,87000,1,8950.6,1,0,1,1,215,1.9,Media,5.8,9.720018769691418
Maruti 800 Std,2013,170000,70000,0,6647.7,0,0,0,1,197,1.9,Media,6.1,10.529957729741113
Ford Figo Petrol Titanium,2015,300000,50000,0,4516.7,0,0,1,2,223,2.1,Media,6.1,11.07002900347599
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,1,6481.5,0,0,0,1,139,2.3,Media,6.1,10.799969142945306
Honda Mobilio V i DTEC,2014,300000,150000,1,13888.9,0,0,0,1,374,1.3,Media,6.5,10.799991360006912
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,1,2104.4,0,0,0,1,232,3.2,Media,7.3,11.879870747006272
Chevrolet Beat Diesel LT,2011,130000,80000,1,8008.0,0,0,1,3,238,1.6,Media,6.5,9.99000999000999
Datsun GO Plus T Option Petrol,2018,434999,10000,0,841.8,0,0,0,1,105,2.9,Media,6.7,11.879306248515087
Hyundai Grand i10 1.2 Kappa Asta,2018,500000,32000,0,2693.6,0,0,0,1,315,3.3,Alta,7.7,11.88001188001188
Maruti Omni MPI STD BSIV,2018,200000,10000,0,841.8,0,0,0,4,191,2.4,Media,7.0,11.879306248515087
Maruti Baleno Alpha 1.2,2017,625000,52000,0,4478.9,1,0,0,1,229,1.9,Media,6.6000000000000005,11.60999352519592
Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,1,12698.4,0,0,3,1,195,1.7,Media,5.4,9.45000945000945
Hyundai Elite i20 Asta Option BSIV,2019,800000,11240,0,925.1,0,0,0,2,164,3.2,Media,6.800000000000001,12.150037833747703
Hyundai Grand i10 CRDi Magna,2017,490000,66000,1,5684.8,1,0,0,2,361,2.0,Media,6.7,11.609907120743033
Maruti Ertiga SHVS ZDI,2017,880000,64000,1,5512.5,1,0,0,5,85,2.2,Media,5.6000000000000005,11.609977324263038
Hyundai Santro Xing GL Plus,2013,290000,49000,0,4653.4,0,0,0,5,60,1.4,Baja,4.699999999999999,10.529935101216315
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,1,10582.0,0,0,1,3,313,2.1,Media,6.7,9.45000945000945
Renault KWID RXT,2018,360000,26500,0,2230.6,0,0,0,1,270,2.9,Media,7.3,11.880211602259482
Maruti 800 AC,2002,65000,100000,0,10582.0,0,0,1,2,269,1.7,Media,5.1,9.45000945000945
Maruti Vitara Brezza LDi Option,2017,685000,72000,1,6201.6,1,0,0,1,149,1.6,Media,6.1,11.609907120743033
Honda Jazz S,2009,300000,50000,0,5291.0,0,0,0,5,98,1.5,Baja,4.5,9.45000945000945
Hyundai i20 1.4 Sportz,2017,680000,44000,1,3789.8,1,0,0,3,86,1.0,Media,6.2,11.610111351522507
Maruti Ertiga SHVS ZDI Plus,2017,1000000,60000,1,5168.0,0,0,1,2,257,1.3,Media,6.0,11.609907120743035
Tata Sumo SE Plus BSIII,2002,100000,120000,1,12698.4,0,0,0,2,289,1.1,Baja,4.9,9.45000945000945
Mahindra Xylo E4,2010,160000,130000,1,13374.5,0,0,0,2,75,2.3,Media,5.1,9.719989532318966
Maruti Swift ZDi BSIV,2017,450000,70000,1,6029.3,0,0,0,2,382,2.3,Media,7.0,11.609971306785198
Maruti Ertiga VXI,2014,600000,20000,0,1851.9,0,0,0,1,81,2.3,Media,5.8999999999999995,10.79971920730061
Hyundai i20 1.4 Magna ABS,2009,180000,60000,1,6349.2,0,0,1,3,132,2.2,Media,6.2,9.45000945000945
Maruti Alto LXi,2007,100000,195000,0,20634.9,0,0,0,5,243,1.3,Baja,4.9,9.45000945000945
Maruti Alto LXi,2010,120000,90000,0,9259.3,0,0,1,1,194,1.7,Media,5.699999999999999,9.719957232188179
Hyundai Getz GL,2006,130000,80000,0,8465.6,0,0,3,5,391,2.4,Media,5.8999999999999995,9.45000945000945
Maruti Wagon R LX BS IV,2011,160000,155000,0,15515.5,0,0,0,4,60,2.1,Media,5.699999999999999,9.99000999000999
Mahindra Bolero Power Plus SLX,2019,860000,35000,1,2880.7,0,0,0,4,267,2.0,Media,7.199999999999999,12.149824695386538
Hyundai i20 1.2 Spotz,2018,650000,20000,0,1683.5,0,0,1,4,73,2.7,Media,6.7,11.88001188001188
Maruti Wagon R LXI Minor,2010,100000,80000,0,8230.5,0,0,1,5,281,1.0,Media,5.0,9.719944110321366
Maruti Alto 800 VXI,2017,282000,20000,0,1722.7,0,0,0,1,303,1.4,Media,6.6000000000000005,11.609682475184304
Hyundai i20 Asta (o),2009,300000,50000,0,5291.0,0,0,0,2,206,1.7,Media,5.2,9.45000945000945
Hyundai i20 Asta,2010,270000,110000,0,11316.9,0,0,1,2,334,2.3,Media,6.1,9.719976318603152
Hyundai Verna 1.6 SX CRDi (O),2013,550000,29000,1,2754.0,0,0,0,1,136,2.0,Media,5.8999999999999995,10.530137981118374
Mahindra Xylo D2 BSIV,2013,450000,120000,1,11396.0,0,0,0,5,167,1.5,Media,5.2,10.53001053001053
Mahindra Bolero SLX 2WD BSIII,2011,430000,70000,1,7007.0,0,0,1,3,389,1.7,Media,7.1,9.99000999000999
Maruti Ertiga VXI ABS,2013,350000,40000,0,3798.7,0,0,0,2,170,2.2,Media,5.699999999999999,10.529918129886541
Honda Brio 1.2 E MT,2017,350000,20000,0,1722.7,0,0,0,5,184,1.4,Media,5.6000000000000005,11.609682475184304
Toyota Etios Liva G,2013,229999,50000,0,4748.3,0,0,1,1,152,1.9,Media,5.8999999999999995,10.530084451277299
Maruti Alto 800 LXI,2013,110000,50000,0,4748.3,0,0,0,1,296,1.4,Media,6.2,10.530084451277299
Maruti Swift Dzire 1.2 Vxi BSIV,2012,395000,49000,0,4775.8,0,0,1,1,307,1.7,Media,6.3,10.260061141588844
Mahindra Scorpio VLS AT 2.2 mHAWK,2011,650000,70000,1,7007.0,0,1,1,1,202,2.0,Media,5.8999999999999995,9.99000999000999
Mahindra Bolero SLX,2011,350000,90000,1,9009.0,0,0,1,1,268,2.3,Media,6.3,9.99000999000999
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,1,2012.9,1,0,0,3,378,2.1,Alta,8.100000000000001,12.419891698544388
Tata Tiago 1.2 Revotron XZ,2018,360000,4000,0,336.7,0,0,0,1,82,2.3,Media,6.3,11.88001188001188
Mahindra Marazzo M8 8Str,2018,1300000,10000,1,841.8,0,0,0,5,69,2.5,Media,5.8,11.879306248515087
Renault Duster 110PS Diesel RxL,2015,800000,15000,1,1355.0,0,0,0,4,315,1.9,Media,6.8999999999999995,11.07011070110701
Hyundai EON Magna Plus,2018,229999,30000,0,2525.3,0,0,0,1,236,3.1,Media,7.3,11.879776660198788
Maruti Wagon R VXI,2014,315000,41000,0,3796.3,1,0,0,4,313,1.1,Media,6.4,10.799989463424913
Chevrolet Spark 1.0 LT,2012,125000,28000,0,2729.0,0,0,0,1,349,1.1,Media,6.1,10.260168559912056
Maruti Baleno Alpha,2019,700000,16000,0,1316.9,0,0,0,1,154,3.2,Media,7.1,12.14974561470119
Hyundai EON 1.0 Kappa Magna Plus,2015,160000,70000,0,6323.4,0,0,0,3,354,2.1,Alta,7.6,11.069993990574691
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000,10832,0,933.0,1,0,0,4,139,2.2,Media,6.6000000000000005,11.609860664523044
Ford Figo Aspire Facelift,2018,624000,14681,1,1235.8,1,0,0,5,277,3.0,Media,6.800000000000001,11.879754005502509
Hyundai i10 Era,2009,250000,50000,0,5291.0,0,0,0,2,268,2.1,Media,5.6000000000000005,9.45000945000945
Mahindra Bolero SLX,2016,585000,51000,1,4497.4,1,0,0,2,159,1.6,Media,5.699999999999999,11.339885267043181
Hyundai Verna 1.4 VTVT,2015,500000,25000,0,2258.4,0,0,0,3,82,1.9,Media,6.4,11.069783917817924
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,0,2777.8,0,0,0,3,340,2.2,Alta,7.5,10.799913600691193
Honda City i-DTEC SV,2014,495000,80000,1,7407.4,1,0,0,2,256,1.3,Media,5.699999999999999,10.800010800010801
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,0,4306.6,0,0,0,1,306,1.6,Media,6.7,11.610086843449588
Mahindra Bolero Power Plus Plus AC BSIV PS,2015,430000,200000,1,18066.8,0,0,0,1,149,2.1,Media,6.2,11.07002900347599
Hyundai Grand i10 1.2 Kappa Sportz Option,2013,345000,44000,0,4178.5,1,0,0,5,312,1.8,Media,5.8,10.530094531530453
Maruti Baleno Sigma 1.2,2015,500000,10000,0,903.3,0,0,0,2,65,2.0,Media,5.4,11.070519207350825
Tata Tiago 1.2 Revotron XZ,2019,425000,19600,0,1613.2,0,0,0,1,78,2.4,Media,6.5,12.149764443342425
Maruti Wagon R LXI,2005,80000,40000,0,4232.8,0,0,1,5,334,1.0,Media,5.0,9.45000945000945
Chevrolet Beat Diesel LS,2011,106000,50000,1,5005.0,0,0,0,4,169,1.0,Media,5.5,9.99000999000999
Maruti A-Star Vxi,2009,180000,46730,0,4945.0,0,0,0,5,154,2.4,Media,5.2,9.44994944388271
Datsun GO A,2015,250000,40000,0,3613.4,0,0,1,1,146,2.4,Media,6.3,11.069906459290419
Skoda Yeti Ambition 4WD,2011,350000,80000,1,8008.0,0,0,0,2,72,1.3,Baja,4.699999999999999,9.99000999000999
Maruti Zen LXi BSII,2002,60000,80000,0,8465.6,0,0,1,4,254,1.2,Media,5.4,9.45000945000945
Hyundai Verna CRDi 1.6 EX,2018,900000,24000,1,2020.2,0,0,0,2,135,2.0,Media,6.0,11.88001188001188
Ford Aspire Titanium Diesel BSIV,2017,700000,21170,1,1823.4,1,0,0,2,288,1.3,Media,6.1,11.610178786881649
BMW 3 Series 320d Sport,2013,2000000,167223,1,15880.6,1,1,0,1,218,2.5,Media,6.4,10.53001775751546
Maruti Ertiga SHVS ZDI Plus,2017,1000000,40000,1,3445.3,0,0,0,2,392,1.4,Media,6.5,11.610019446782573
BMW X1 sDrive 20d Exclusive,2011,1375000,60000,1,6006.0,0,1,0,2,82,3.2,Media,5.699999999999999,9.99000999000999
Toyota Innova Crysta 2.4 VX MT,2016,1800000,141440,1,12472.7,1,0,0,3,264,2.1,Media,7.3,11.339966486807187
Chevrolet Tavera Neo 3 10 Seats BSIV,2007,160000,120000,1,12698.4,0,0,3,3,385,1.1,Media,6.5,9.45000945000945
Mitsubishi Outlander 2.4,2012,525000,140000,0,13645.2,0,1,0,1,299,3.0,Media,6.8999999999999995,10.260018174889337
Mahindra XUV500 W8 2WD,2012,850000,212814,1,20742.1,1,0,0,3,373,1.8,Media,7.199999999999999,10.260002603400814
Maruti Baleno Alpha 1.3,2019,800000,30000,1,2469.1,0,0,0,3,254,2.2,Alta,7.6,12.150176177554576
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,88635,1,7634.4,1,0,0,2,258,2.1,Media,6.4,11.609949701351777
Maruti Swift Dzire VDI,2018,800000,25000,1,2104.4,0,0,0,1,197,2.1,Media,6.7,11.879870747006272
Hyundai i20 1.2 Spotz,2017,575000,20000,0,1722.7,0,0,1,2,282,1.3,Media,6.1,11.609682475184304
Renault Duster 110PS Diesel RxZ,2012,350000,110000,1,10721.2,0,0,1,1,383,1.2,Media,6.3,10.26004551729284
Maruti Swift Vdi BSIII,2008,250000,120000,1,12698.4,0,0,3,2,385,2.4,Media,6.2,9.45000945000945
Ford Endeavour Titanium 4X2,2011,600000,149674,1,14982.4,1,0,1,1,397,2.0,Media,6.7,9.989988252883384
Mahindra Scorpio 2.6 Turbo 9 Str,2007,370000,100000,1,10582.0,0,0,3,2,274,1.6,Media,5.300000000000001,9.45000945000945
Maruti Baleno Vxi,2006,80000,120000,0,12698.4,0,0,3,5,67,2.2,Baja,4.6000000000000005,9.45000945000945
Tata Indica DLX,2003,50000,120000,1,12698.4,0,0,1,5,275,1.3,Baja,4.8,9.45000945000945
Hyundai Verna CRDi 1.6 EX,2018,900000,25000,1,2104.4,0,0,0,5,343,3.4,Media,7.3,11.879870747006272
Maruti Wagon R VXI BS IV,2014,300000,35000,0,3240.7,0,0,1,2,314,2.0,Media,6.3,10.800135773135434
Tata Indica LSI,2002,125000,40000,0,4232.8,0,0,0,1,382,1.8,Media,6.0,9.45000945000945
Maruti Swift Dzire VDI,2015,490000,60000,1,5420.1,0,0,1,4,264,2.2,Media,6.8999999999999995,11.069906459290419
Toyota Etios Liva GD,2012,300000,50000,1,4873.3,0,0,1,2,220,2.0,Media,5.699999999999999,10.259988098413805
Tata Nano STD,2013,55000,25000,0,2374.2,0,0,2,3,173,2.3,Media,6.800000000000001,10.529862690590516
Hyundai Grand i10 Sportz,2016,350000,25000,0,2204.6,0,0,0,1,304,2.2,Media,6.8999999999999995,11.339925610087999
Hyundai Grand i10 1.2 CRDi Asta,2019,755000,8000,1,658.4,0,0,0,1,395,2.3,Alta,7.6,12.150668286755772
Maruti Ertiga SHVS VDI,2017,720000,60000,1,5168.0,0,0,0,1,262,1.4,Media,6.5,11.609907120743035
Mahindra Bolero SLX,2006,229999,200000,1,21164.0,0,0,3,2,276,1.1,Media,5.0,9.45000945000945
Mahindra Scorpio S7 140 BSIV,2018,1100000,20000,1,1683.5,0,0,0,5,204,2.3,Media,6.2,11.88001188001188
Volkswagen Polo Petrol Comfortline 1.2L,2013,400000,100000,0,9496.7,0,0,0,3,193,1.5,Media,6.4,10.529973569766339
Hyundai Xcent 1.1 CRDi Base,2015,350000,70000,1,6323.4,0,0,1,2,233,1.0,Media,5.5,11.069993990574691
Chevrolet Beat Diesel PS,2012,159000,68000,1,6627.7,1,0,0,3,329,1.5,Media,6.8999999999999995,10.259969521855243
Maruti Swift ZXi BSIV,2017,550000,38000,0,3273.0,1,0,0,1,224,2.2,Media,6.7,11.610143599144516
Maruti Ritz VDi,2013,335000,80000,1,7597.3,1,0,0,1,166,2.3,Media,6.1,10.530056730680636
Tata Indigo CS Emax CNG GLX,2014,185000,72000,2,6666.7,1,0,0,4,307,1.0,Media,6.3,10.79994600027
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,229999,75000,2,7309.9,1,0,0,5,391,1.0,Media,5.6000000000000005,10.260058277131014
Maruti Estilo LXI,2014,225000,43000,0,3981.5,1,0,0,2,398,1.2,Media,6.2,10.7999497676755
Maruti Swift VXI with ABS,2007,250000,120000,0,12698.4,0,0,1,1,88,2.3,Media,5.4,9.45000945000945
Tata Zest Quadrajet 1.3 XM,2015,400000,100000,1,9033.4,0,0,0,1,279,1.7,Media,6.5,11.07002900347599
Maruti Swift VDI BSIV,2014,470000,163000,1,15092.6,0,0,0,4,268,2.5,Media,6.8999999999999995,10.799994699389105
Maruti Alto K10 VXI AGS Optional,2018,300000,25000,0,2104.4,0,1,0,1,108,4.3,Media,7.4,11.879870747006272
Maruti Alto LX,2011,145000,25000,0,2502.5,0,0,0,3,61,2.3,Media,6.2,9.99000999000999
Maruti SX4 Vxi BSIII,2007,100000,90000,0,9523.8,0,0,1,3,257,1.2,Media,6.1,9.450009450009452
Mahindra Scorpio SLE BSIV,2014,500000,70000,1,6481.5,0,0,1,3,148,1.7,Media,6.5,10.799969142945306
Hyundai Santro Xing GLS CNG,2010,130000,98000,2,10082.3,0,0,1,1,270,2.5,Media,6.3,9.720004364083593
Chevrolet Cruze LTZ,2010,240000,81925,1,8428.5,0,0,0,1,129,1.2,Media,5.2,9.719997627098534
Ford Figo Diesel Celebration Edition,2013,150000,80000,1,7597.3,0,0,1,1,252,1.9,Media,6.3,10.530056730680636
Renault KWID RXT Optional,2017,270000,40000,0,3445.3,0,0,0,3,105,1.5,Media,6.5,11.610019446782573
Maruti Swift Dzire VDI,2014,400000,90000,1,8333.3,0,0,0,3,122,1.6,Media,6.3,10.800043200172802
Hyundai EON Era Plus,2012,200000,46000,0,4483.4,0,0,0,4,178,2.3,Media,6.3,10.260070482223313
Mahindra XUV500 W6 2WD,2012,550000,80000,1,7797.3,0,0,0,2,285,1.9,Media,5.8999999999999995,10.259961781642364
Renault KWID 1.0 RXT Optional,2018,325000,35000,0,2946.1,0,0,0,2,86,3.1,Media,6.3,11.880112691354674
Skoda Rapid 1.5 TDI AT Style BSIV,2017,860000,82080,1,7069.8,0,1,0,3,250,3.0,Alta,7.800000000000001,11.609946533140965
Mahindra XUV500 W8 2WD,2012,600000,200000,1,19493.2,0,0,0,2,338,1.8,Media,6.0,10.259988098413805
Chevrolet Spark 1.0,2009,125000,70000,0,7407.4,0,0,0,5,287,2.2,Media,5.6000000000000005,9.45000945000945
Maruti 800 AC,2000,60000,40000,0,4232.8,0,0,3,3,283,2.5,Media,6.5,9.45000945000945
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,300000,120000,1,12345.7,0,0,3,3,354,2.5,Media,7.3,9.71998347602809
Ford Fiesta 1.6 ZXi Duratec,2007,190000,60000,0,6349.2,0,0,3,4,117,2.2,Media,5.6000000000000005,9.45000945000945
Maruti Ertiga VDI,2013,400000,110000,1,10446.3,0,0,0,3,360,1.7,Media,7.199999999999999,10.530044130457675
Tata Manza Aura Quadrajet BS IV,2011,260000,97000,1,9709.7,0,0,1,1,268,1.2,Media,5.8,9.99000999000999
Maruti Swift VVT VXI,2017,400000,30000,0,2584.0,0,0,0,1,201,1.1,Media,6.1,11.609907120743035
Hyundai i20 Sportz Petrol,2010,250000,40000,0,4115.2,0,0,0,3,209,1.3,Media,6.1,9.720062208398135
Hyundai Grand i10 1.2 Kappa Asta,2019,600000,10000,0,823.0,0,0,0,2,76,2.5,Media,6.1,12.15066828675577
Maruti Zen Estilo VXI BSIV,2010,175000,52047,0,5354.6,0,0,0,4,299,1.2,Media,6.0,9.720053785530197
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,450000,200000,1,20020.0,0,0,3,1,97,1.3,Media,5.2,9.99000999000999
Tata Tiago 1.2 Revotron XZA,2019,350000,15000,0,1234.6,0,1,1,1,346,3.1,Alta,7.800000000000001,12.149684108213187
Maruti Vitara Brezza ZDi,2018,800000,50000,1,4208.8,0,0,0,1,157,2.8,Media,6.8999999999999995,11.879870747006272
Maruti Swift VXI BSIII,2011,250000,70000,0,7007.0,0,0,1,5,117,1.2,Baja,4.6000000000000005,9.99000999000999
Maruti Swift VXI BSIV,2019,600000,10000,0,823.0,0,0,0,1,76,3.1,Media,6.800000000000001,12.15066828675577
Maruti Swift VDI BSIV,2017,600000,90000,1,7751.9,0,0,0,5,179,1.5,Media,5.6000000000000005,11.610056889278757
Maruti Alto 800 LXI,2016,130000,40000,0,3527.3,0,0,0,3,82,2.0,Media,6.6000000000000005,11.340118504238369
Maruti Wagon R LXI,2006,90000,62009,0,6561.8,0,0,1,1,269,2.3,Media,6.0,9.449998476027918
Hyundai i20 Active 1.2 S,2017,595000,33100,0,2851.0,0,0,1,1,272,1.1,Media,6.3,11.60996141704665
Hyundai EON Era Plus,2014,190000,40000,0,3703.7,0,0,1,1,207,2.5,Media,6.5,10.800010800010801
Hyundai Santro GLS I - Euro I,1999,50000,120000,0,12698.4,0,0,1,1,155,2.0,Media,5.1,9.45000945000945
Maruti Wagon R LXI Minor,2007,95000,80000,0,8465.6,0,0,0,5,319,1.1,Media,5.0,9.45000945000945
Tata Safari Storme VX,2016,1000000,70000,1,6172.8,0,0,0,3,132,1.5,Media,6.5,11.34007257646449
Mahindra Scorpio REV 116,2006,220000,220000,0,23280.4,0,0,1,1,390,2.3,Media,6.5,9.45000945000945
Mahindra Bolero SLX,2010,400000,50000,1,5144.0,0,0,0,2,108,1.9,Media,5.0,9.720062208398133
Datsun GO Plus A,2015,315000,45000,0,4065.0,0,0,1,4,281,1.4,Media,6.5,11.07011070110701
Toyota Fortuner 4x4 MT,2014,1000000,110000,1,10185.2,0,0,0,2,341,2.4,Media,6.6000000000000005,10.79998429093194
Ford Ecosport 1.5 DV5 MT Titanium,2014,500000,49000,1,4537.0,0,0,0,3,91,2.2,Media,6.5,10.800088163985013
Mahindra XUV500 W11 AT BSIV,2018,1600000,35000,1,2946.1,0,1,0,3,87,4.1,Alta,7.800000000000001,11.880112691354674
Mahindra Supro VX 8 Str,2017,500000,160000,1,13781.2,0,0,0,1,366,2.3,Media,7.3,11.610019446782573
Maruti Alto LX,2007,70000,180000,0,19047.6,0,0,3,4,227,2.2,Media,6.0,9.450009450009452
Maruti 800 AC,2007,105000,60000,0,6349.2,0,0,1,2,96,1.4,Baja,4.5,9.45000945000945
Ford Endeavour 2.5L 4X2 MT,2008,400000,110000,1,11640.2,0,0,3,1,293,1.9,Media,6.0,9.45000945000945
Maruti Wagon R LXI,2004,80000,60000,0,6349.2,0,0,3,4,238,2.3,Media,6.0,9.45000945000945
Maruti Alto 800 VXI,2016,300000,30000,0,2645.5,0,0,0,2,116,1.3,Media,5.4,11.34001134001134
Mahindra KUV 100 D75 K2,2017,409999,40000,1,3445.3,0,0,0,1,292,1.2,Media,6.5,11.610019446782573
Maruti Swift Glam,2009,250000,70000,0,7407.4,0,0,0,1,395,1.2,Media,6.1,9.45000945000945
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,120000,1,12345.7,0,0,1,2,131,1.3,Baja,4.8,9.71998347602809
Maruti Swift Dzire VDI,2012,215000,80000,1,7797.3,0,0,3,2,254,1.2,Media,5.4,10.259961781642364
Toyota Fortuner 4x4 MT,2015,1400000,120000,1,10840.1,0,0,0,1,62,2.3,Media,6.0,11.07000857925665
Honda Brio 1.2 VX MT,2018,475000,20000,0,1683.5,0,0,0,2,261,3.2,Media,7.0,11.88001188001188
Honda Brio 1.2 VX MT,2018,475000,22000,0,1851.9,0,0,0,1,250,2.2,Media,6.8999999999999995,11.87969112803067
Chevrolet Spark 1.0 LS,2008,75000,35000,0,3703.7,0,0,1,1,266,2.1,Media,6.0,9.45000945000945
Chevrolet Sail Hatchback LS ABS,2013,200000,120000,1,11396.0,0,0,1,4,170,1.9,Media,6.2,10.53001053001053
Tata Tiago NRG Petrol,2019,575000,8000,0,658.4,0,0,0,1,110,2.4,Media,6.6000000000000005,12.150668286755772
Maruti Ritz VDi,2011,150000,40000,1,4004.0,0,0,1,3,297,1.3,Media,6.5,9.99000999000999
Maruti Vitara Brezza ZDi Plus,2018,850000,10000,1,841.8,0,0,0,1,193,2.4,Media,6.800000000000001,11.879306248515087
Hyundai Santro Era,2019,350000,30000,0,2469.1,0,0,0,1,340,3.1,Alta,7.800000000000001,12.150176177554576
Ford Endeavour 2.5L 4X2 MT,2011,550000,54000,1,5405.4,0,0,1,1,285,1.5,Media,6.0,9.990009990009991
Hyundai Verna 1.4 VTVT,2017,330000,80577,0,6940.3,0,0,0,2,85,1.4,Media,5.4,11.61001685806089
Honda City i-DTEC V,2017,1044999,25000,1,2153.3,0,0,0,1,275,1.0,Media,6.3,11.610086843449588
Hyundai Verna 1.6 CRDI,2011,300000,127500,1,12762.8,0,0,1,1,139,2.4,Media,5.8999999999999995,9.989970852790924
Hyundai EON D Lite Plus,2015,235000,40903,0,3694.9,1,0,0,3,351,2.1,Alta,7.5,11.07012368399686
Ford Figo Petrol Titanium,2011,120000,60000,0,6006.0,0,0,3,1,80,1.7,Media,5.300000000000001,9.99000999000999
Maruti Wagon R VXI,2004,130000,46000,0,4867.7,0,0,0,2,281,2.4,Media,5.6000000000000005,9.450048277420548
Ford Endeavour 4x4 XLT,2004,275000,22288,1,2358.5,1,0,1,2,108,1.4,Baja,4.5,9.4500741997032
Volkswagen Jetta 2.0 TDI Trendline,2011,270000,180000,1,18018.0,0,0,1,4,399,2.0,Media,6.8999999999999995,9.99000999000999
Volkswagen Polo 1.5 TDI Highline,2015,500000,30000,1,2710.0,0,0,1,3,119,1.5,Media,6.4,11.07011070110701
Hyundai Grand i10 Sportz,2015,400000,61690,0,5572.7,1,0,0,2,301,1.5,Media,6.1,11.070037863154306
Hyundai i20 Asta 1.2,2015,600000,64484,0,5825.1,1,0,0,2,78,2.3,Media,5.6000000000000005,11.070024548934782
Audi Q5 2.0 TDI,2012,1350000,90000,1,8771.9,0,1,1,2,137,3.2,Media,6.0,10.260034884118607
Renault Duster 85PS Diesel RxE,2013,400000,75976,1,7215.2,1,0,1,2,190,1.4,Media,5.4,10.529992238607385
Ford Figo Diesel Titanium,2011,220000,70000,1,7007.0,0,0,1,3,273,1.1,Media,6.4,9.99000999000999
